user_id,age,avg_bags_per_trip,avg_days_between_bookings,avg_discount_amount,avg_flight_fare,avg_hotel_price_per_night,avg_nights_per_stay,avg_party_size,avg_rooms_per_booking,avg_transaction_value,booking_velocity,browse_to_book_ratio,cancellation_frequency,cancellation_prone_score,cancellation_rate,clv_quartile,days_since_last_cancellation,days_since_signup,discount_dependency_score,discount_to_spend_ratio,discount_usage_rate,estimated_annual_clv,flight_discount_utilization,flight_only_bookings,flight_only_rate,hotel_discount_utilization,hotel_enthusiast_score,hotel_only_bookings,hotel_only_rate,median_session_duration_minutes,package_booking_rate,price_sensitivity_index,propensity_exclusive_discount,propensity_free_bag,propensity_free_hotel_night,propensity_hotel_meal,propensity_no_cancel_fee,recency_score,sessions_per_month,sessions_with_flight_discount,sessions_with_hotel_discount,total_bags,total_cancellations,total_flight_spend,total_flights_booked,total_hotel_nights,total_hotel_spend,total_hotels_booked,total_page_clicks,total_sessions
23557,65,0.0,647.0,0.0,0.0,263.0,2.0,0.0,1.0,263.0,0.0470440494590417,7.0,0.0,0.5,0.0,1,0.0,647,-0.3231611893583724,0.0,0.0,148.4710200927357,0.0,0,0.0,-0.6463223787167449,0.5714285714285714,1,1.0,1.1666666666666667,0.0,0.1494866197752445,0.6995375435402482,0.0,0.0,0.3571428571428571,0.4,1,0.3293083462132921,0,0,0.0,0,0.0,0,2.0,263.0,1,73,7
94883,51,1.0,447.0,55.34499999999997,240.92,130.0,1.0,1.0,1.0,185.46,0.1361856823266219,3.5,0.0,0.5,0.0,1,0.0,447,0.2511848920184684,0.1492100722527768,0.0,303.0839597315436,0.3161413020338068,0,0.0,0.1862284820031299,0.0714285714285714,0,0.0,0.5166666666666667,0.5,0.4002425418384672,0.7626726858708788,0.3333333333333333,1.0,0.09285714285714283,0.4,1,0.4766498881431767,0,0,1.0,0,240.92,1,1.0,130.0,1,46,7
101486,51,0.0,437.0,19.34999999999997,189.91,253.0,3.0,1.0,1.0,221.455,0.1393020594965675,3.5,0.0,0.5,0.0,1,0.0,437,-0.0613949208211099,0.0436883339730418,0.0,370.1896510297482,0.4609347279978426,0,0.0,-0.5837245696400626,0.0714285714285714,0,0.0,2.25,0.5,0.2838386288301399,0.7300853251254786,0.0,1.0,0.1214285714285714,0.4,1,0.4875572082379862,0,0,0.0,0,189.91,1,3.0,253.0,1,110,7
101961,43,0.4,48.55555555555556,48.53899999999996,248.532,136.0,3.8,1.0,1.0,192.266,0.6965102974828375,0.8,0.0,0.5,0.0,2,0.0,437,0.2216021033197898,0.0252457532793109,0.0,1606.9829862700228,0.2945344100824592,0,0.0,0.1486697965571205,0.3125,0,0.0,2.216666666666667,0.5,0.3782326784703694,0.758617234727448,0.13333333333333333,1.0,0.39803571428571427,0.4,1,0.55720823798627,0,0,2.0,0,1242.66,5,19.0,680.0,5,126,8
106907,45,0.0,430.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.5,0.0,1,0.0,430,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.9833333333333332,0.0,0.0,0.7093860217147386,0.0,0.0,0.0,0.4,1,0.3539244186046511,0,0,0.0,0,0.0,0,0.0,0.0,0,55,5
118043,51,1.0,138.66666666666666,0.0,727.68,238.3333333333333,7.0,1.0,1.0,360.67,0.2926682692307692,1.5,0.0,0.5,0.0,1,0.0,416,-0.778728056094036,0.0,0.0,1266.6799759615385,-1.0655416625271434,0,0.0,-0.4919144496609284,0.5,2,0.5,1.9666666666666668,0.25,-0.166367531732557,0.6391250680047438,0.3333333333333333,0.6000000000000001,0.5,0.4,1,0.4390024038461538,0,0,1.0,0,727.68,1,21.0,715.0,3,93,6
120851,51,0.0,413.0,0.0,384.68,182.0,11.0,1.0,1.0,283.34000000000003,0.1473970944309927,4.0,0.0,0.5,0.0,1,0.0,413,-0.1156029630079767,0.0,0.0,501.1619128329298,-0.0919258008203354,0,0.0,-0.1392801251956181,0.0625,0,0.0,0.7416666666666667,0.5,0.0837092731829574,0.7085344297173101,0.0,1.0,0.22589285714285715,0.4,1,0.589588377723971,0,0,0.0,0,384.68,1,11.0,182.0,1,55,8
125845,40,0.5,135.66666666666666,0.0,521.47,87.5,2.0,1.0,1.0,304.485,0.2991400491400491,2.0,0.0,0.5,0.0,1,0.0,407,-0.0139695887691577,0.0,0.0,1093.0038943488944,-0.4802083481173451,0,0.0,0.4522691705790297,0.125,0,0.0,1.5166666666666666,0.5,0.015328644191123,0.7097437412761711,0.16666666666666666,1.0,0.1660714285714286,0.4,1,0.5982800982800983,0,0,1.0,0,1042.94,2,4.0,175.0,2,130,8
133058,18,0.0,399.0,0.0,423.51,0.0,0.0,1.0,0.0,423.51,0.0762844611528822,8.0,0.0,0.5,0.0,1,0.0,399,-0.1010729644190239,0.0,0.0,387.6867857142857,-0.2021459288380478,1,1.0,0.0,0.0,0,0.0,0.75,0.0,-0.3695852534562212,0.6695184282985327,0.0,0.0,0.0,0.4,1,0.6102756892230576,0,0,0.0,0,423.51,1,0.0,0.0,0,73,8
149058,50,0.25,54.42857142857143,0.0,358.625,196.25,6.333333333333333,1.0,1.0,277.4375,0.6391076115485567,0.875,0.0,0.5,0.0,2,0.0,381,-0.123224949676613,0.0,0.0,2127.7490157480315,-0.0179678962233356,0,0.0,-0.2284820031298904,0.2857142857142857,0,0.0,1.95,0.5,0.102797315870321,0.7096772164921101,0.08333333333333333,1.0,0.40476190476190477,0.4,1,0.5592191601049871,0,0,1.0,0,1434.5,4,19.0,785.0,4,118,7
