user_id,age,avg_bags_per_trip,avg_days_between_bookings,avg_discount_amount,avg_flight_fare,avg_hotel_price_per_night,avg_nights_per_stay,avg_party_size,avg_rooms_per_booking,avg_transaction_value,booking_velocity,browse_to_book_ratio,cancellation_frequency,cancellation_prone_score,cancellation_rate,clv_quartile,days_since_last_cancellation,days_since_signup,discount_dependency_score,discount_to_spend_ratio,discount_usage_rate,estimated_annual_clv,flight_discount_utilization,flight_only_bookings,flight_only_rate,hotel_discount_utilization,hotel_enthusiast_score,hotel_only_bookings,hotel_only_rate,median_session_duration_minutes,package_booking_rate,price_sensitivity_index,propensity_exclusive_discount,propensity_free_bag,propensity_free_hotel_night,propensity_hotel_meal,propensity_no_cancel_fee,recency_score,sessions_per_month,sessions_with_flight_discount,sessions_with_hotel_discount,total_bags,total_cancellations,total_flight_spend,total_flights_booked,total_hotel_nights,total_hotel_spend,total_hotels_booked,total_page_clicks,total_sessions
23557,2.021644951598459,-0.9849268594068109,13.558847836583194,-0.5606366848552095,-1.3844005340693577,1.277001935933848,-0.37119678783195714,-2.1684729593130756,0.428977108505919,0.19431478492676366,-1.2229523671149949,1.6678358240936393,0.0,0.0,0.0,-1.3413150382248207,0.0,15.476404511332998,-0.8529494381459547,-0.2294913613315078,0.0,-1.110296817487732,0.07678575434566698,-0.482284746159029,-0.382101003830846,-1.3552648077292022,2.7231355100029084,1.5278305220486503,3.877398029763079,-0.632676227276076,-1.803606494643043,0.09906813471834582,-0.3117874556703385,-0.9849268594068111,-1.8625436025538564,1.1199380530784295,0.0,-1.4420813792383065,-2.1149838688218345,0.0,0.0,-0.9466965409102687,0.0,-1.1540532951548912,-1.382314607489425,-0.7271797480280494,-0.2493556426342983,-0.6898619502953739,-1.0366076053245137,-0.4863340119353385
94883,0.7754011360102945,1.1885751959584556,8.991223179314211,0.7469975363339998,-0.28537340998602717,-0.1573433477170401,-0.7843171068529096,0.46115400964777425,0.428977108505919,-0.3498801595837728,-1.1335692902222665,0.18657228250574873,0.0,0.0,0.0,-1.3413150382248207,0.0,9.81894335768304,0.9316944434231607,0.09457389218347552,0.0,-1.0664228046293633,0.7364711603582891,-0.482284746159029,-0.382101003830846,0.570858813413602,-0.7263998886293196,-0.5077467739093966,-0.4054877746615426,-1.6571690831506471,0.7529049280989868,0.7915264899466198,0.8873797184871342,1.1885751959584556,0.7124464745499619,-0.8566012583802913,0.0,-1.4420813792383065,-1.9736050945337678,0.0,0.0,-0.038138931729696145,0.0,-0.754718720390832,-0.6585798229851533,-0.9083226961065918,-0.7442785723550515,-0.6898619502953739,-1.8161931397023658,-0.4863340119353385
101486,0.7754011360102945,-0.9849268594068109,8.762841946450761,-0.10345496690397316,-0.5180704612872503,1.1691564258849092,0.041923531188995285,0.46115400964777425,0.428977108505919,-0.09725832533491073,-1.130444472207975,0.18657228250574873,0.0,0.0,0.0,-1.3413150382248207,0.0,9.536070300000542,-0.03957300067411951,-0.13460586995103183,0.0,-1.0473804400655364,1.0386085570873922,-0.482284746159029,-0.382101003830846,-1.210443482831247,-0.7263998886293196,-0.5077467739093966,-0.4054877746615426,1.0748118658482086,0.7529049280989868,0.47007899837527967,0.2684265989445057,-0.9849268594068111,0.7124464745499619,-0.6429213328171864,0.0,-1.4420813792383065,-1.9631391829817795,0.0,0.0,-0.9466965409102687,0.0,-0.8392698438289636,-0.6585798229851533,-0.546036799949507,-0.2865678929892421,-0.6898619502953739,0.03171331215624667,-0.4863340119353385
101961,0.0632618128170576,-0.11552603726070428,-0.10850016566721835,0.5861924318184378,-0.25064904310688746,-0.09263604168767671,0.3724197864057571,0.46115400964777425,0.428977108505919,-0.30211396417058345,-0.5717270112526254,-0.9561167352906239,0.0,0.0,0.0,-0.446949875679587,0.0,9.536070300000542,0.8397729616498586,-0.17466080389583605,0.0,-0.6964196031508474,0.6913845133498214,-0.482284746159029,-0.382101003830846,0.4839660184748289,0.9367689642826477,-0.5077467739093966,-0.4054877746615426,1.022273770675154,0.7529049280989868,0.7307466141962502,0.810351874594207,-0.11552603726070443,0.7124464745499619,1.4257674465406238,0.0,-1.4420813792383065,-1.896306862071225,0.0,0.0,0.8704186774508764,0.0,0.9057055570628819,2.236359315031933,2.352250369307171,1.30239519716686,2.2875321305227656,0.4936899251208998,0.53282832132792
106907,0.24129664361536682,-0.9849268594068109,8.602975083446347,-0.5606366848552095,-1.3844005340693577,-1.5593349783532466,-1.197437425873862,-2.1684729593130756,-2.3311267202179904,-1.65148442072543,-1.2701238374468122,0.8213995146148447,0.0,0.0,0.0,-1.3413150382248207,0.0,9.338059159622793,0.1511971174751225,-0.2294913613315078,0.0,-1.15242795773939,0.07678575434566698,-0.482284746159029,-0.382101003830846,0.14001537184218532,-1.2191906598624946,-0.5077467739093966,-0.4054877746615426,-0.9216357507278784,-1.803606494643043,-0.313736707562115,-0.12472884922247583,-0.9849268594068111,-1.8625436025538564,-1.5510610164603824,0.0,-1.4420813792383065,-2.091363984728774,0.0,0.0,-0.9466965409102687,0.0,-1.1540532951548912,-1.382314607489425,-1.089465644185134,-1.2280378269693213,-1.4342104704999088,-1.5563312949097485,-2.5246586784618557
118043,0.7754011360102945,1.1885751959584556,1.9494684993578622,-0.5606366848552095,1.9351248588119223,1.0109830111464648,1.6944048072728048,0.46115400964777425,0.428977108505919,0.8797870602729606,-0.9766628633632934,-0.6598640269730459,0.0,0.0,0.0,-1.3413150382248207,0.0,8.942036878867295,-2.2685151531873213,-0.2294913613315078,0.0,-0.7929862856348303,-2.1466576228579086,-0.482284746159029,-0.382101003830846,-0.9980388729809122,2.230344738769733,3.5634078180066973,1.735955127550768,0.628238056877242,-0.5253507832720282,-0.7731579106149715,-1.4592412333522677,1.1885751959584556,-0.3175495562915652,2.188337680893955,0.0,-1.4420813792383065,-2.00972902207808,0.0,0.0,-0.038138931729696145,0.0,0.05210552671257774,-0.6585798229851533,2.7145362654642553,1.4326380734091635,0.7988350901136959,-0.4591368391186973,-1.505496345198597
120851,0.7754011360102945,-0.9849268594068109,8.214726987578484,-0.5606366848552095,0.37042992455747126,0.40345330453744255,3.3468860833566145,0.46115400964777425,0.428977108505919,0.3370659478277738,-1.1223275115161297,0.3981813598754474,0.0,0.0,0.0,-1.3413150382248207,0.0,8.857174961562546,-0.2080116023421577,-0.2294913613315078,0.0,-1.0102148657490122,-0.11503388088413158,-0.482284746159029,-0.382101003830846,-0.18221207605576487,-0.7879987350334663,-0.5077467739093966,-0.4054877746615426,-1.3025369407325262,0.7529049280989868,-0.08257492622236955,-0.14090369466344493,-0.9849268594068111,0.7124464745499619,0.13834589502291642,0.0,-1.4420813792383065,-1.8652371148198288,0.0,0.0,-0.9466965409102687,0.0,-0.5164307473371994,-0.6585798229851533,0.9031067846788317,-0.5507748705093434,-0.6898619502953739,-1.5563312949097485,0.53282832132792
125845,-0.20379043338040623,0.10182416827582232,1.8809541294988275,-0.5606366848552095,0.9944375632066444,-0.6156867654250306,-0.37119678783195714,0.46115400964777425,0.428977108505919,0.485466800312624,-0.9701735543540755,-0.4482549496033472,0.0,0.0,0.0,-1.3413150382248207,0.0,8.687451126953048,0.10778994202238996,-0.2294913613315078,0.0,-0.842269784517039,-0.9252549061453359,-0.482284746159029,-0.382101003830846,1.1863494442299116,-0.3568068102044378,-0.5077467739093966,-0.4054877746615426,-0.08102622795899962,0.7529049280989868,-0.2714069086998243,-0.11793444693258452,0.10182416827582222,0.7124464745499619,-0.3090464491248345,0.0,-1.4420813792383065,-1.8568971396669665,0.0,0.0,-0.038138931729696145,0.0,0.574661636791099,0.06515496151911834,-0.36489385187096474,-0.5768234457578041,0.05448656990916102,0.6091840783620631,0.53282832132792
133058,-2.162173572161808,-0.9849268594068109,7.894993261569655,-0.5606366848552095,0.547564339417822,-1.5593349783532466,-1.197437425873862,0.46115400964777425,-2.3311267202179904,1.3208137602090206,-1.1936327564826872,2.0910539788330365,0.0,0.0,0.0,-1.3413150382248207,0.0,8.46115268080705,-0.1628630866269983,-0.2294913613315078,0.0,-1.0424153348555367,-0.3450279039186556,1.5910721230481313,4.752523031383355,0.14001537184218532,-1.2191906598624946,-0.5077467739093966,-0.4054877746615426,-1.2894024169392626,-1.803606494643043,-1.3343403073462683,-0.8819602036242274,-0.9849268594068111,-1.8625436025538564,-1.5510610164603824,0.0,-1.4420813792383065,-1.845386998520326,0.0,0.0,-0.9466965409102687,0.0,-0.45206846301838643,-0.6585798229851533,-1.089465644185134,-1.2280378269693213,-1.4342104704999088,-1.0366076053245137,0.53282832132792
149058,0.6863837206111398,-0.4415513455654943,0.025628494903378783,-0.5606366848552095,0.251572412860679,0.5571331563571805,1.4189912612588365,0.46115400964777425,0.428977108505919,0.2956407394195528,-0.6292851748812275,-0.9243753736851692,0.0,0.0,0.0,-0.446949875679587,0.0,7.951981176978553,-0.23169511358153916,-0.2294913613315078,0.0,-0.5486435145071982,0.03929252318912457,-0.482284746159029,-0.382101003830846,-0.38858246403535096,0.7519724250702068,-0.5077467739093966,-0.4054877746615426,0.6019690092907143,0.7529049280989868,-0.029863610234042347,-0.11919799579568982,-0.44155134556549447,0.7124464745499619,1.4760712623502716,0.0,-1.4420813792383065,-1.8943773199976914,0.0,0.0,-0.038138931729696145,0.0,1.223688060892938,1.5126245305276615,2.352250369307171,1.6931238258937704,1.5431836103182308,0.2627016186385732,-0.4863340119353385
